Id,Label,timeset,twitter_type,lat,lng,place_country,place_type,place_fullname,place_name,created_at,lang,possibly_sensitive,quoted_status_permalink,description,email,profile_image,friends_count,followers_count,real_name,location,emoji_alias,emoji_html_decimal,emoji_utf8
@callum_tipple,@callum_tipple,,User,,,,,,,Fri Feb 16 10:39:13 CET 2018,,,,"Senior Policy Analyst @CrestAdvisory  |  Former Researcher @Global__Future  |  Member @GMB_union  |  Home affairs, criminal justice, towns, tech and Spain",,http://pbs.twimg.com/profile_images/1149576533377347584/FCAokEXU_bigger.jpg,639,180,Callum Tipple,"London, England",,,
@valoraciona,@valoraciona,<[2020-04-25T21:53:43.277Z]>,User,,,,,,,Tue Feb 18 12:14:55 CET 2020,,,,"#Economistas, #Abogados, #Arquitectos y #API,s. Colegiados valoran todo tipo de #Activos #Inmobiliarios, #Materiales, #Financieros, #Mercantiles o #Intangibles.",,http://pbs.twimg.com/profile_images/1231160645241929728/QX17ii_e_bigger.jpg,0,9,Valoración y Gestión de Activos,,,,
@gesvalt,@gesvalt,"<[2020-04-25T21:53:43.277Z, 2020-04-25T21:53:43.278Z]>",User,,,,,,,Sun Nov 11 11:27:36 CET 2012,,,,"#Gesvalt compañía especializada en #consultoria y #valoracion de activos, con servicios de Consultoría, Valoración y Asesoría en Edificación & Asset Management.",,http://pbs.twimg.com/profile_images/841595206638133248/_oJ4G_Ta_bigger.jpg,2766,3758,Gesvalt,Madrid,,,
@ejeprime,@ejeprime,<[2020-04-25T21:53:43.278Z]>,User,,,,,,,,,,,,,,,,,,,,
@alexa56978442,@alexa56978442,<[2020-04-25T21:54:06.480Z]>,User,,,,,,,Thu Sep 01 08:56:41 CEST 2016,,,,"Empuja tus limites, experimenta la vida, conquista tu miedos en otras palabras confia en ti”",,http://pbs.twimg.com/profile_images/1194896807299563521/IdOH0z61_bigger.jpg,372,23,Alexa,"Durango, México",,,
@josegkm,@josegkm,"<[2020-04-25T21:54:17.667Z, 2020-04-26T12:36:00.644Z, 2020-04-26T13:37:49.073Z]>",User,,,,,,,Wed Dec 11 17:48:59 CET 2019,,,,Twitter me ha cerrado tres cuentas. #loboprotegido,,http://pbs.twimg.com/profile_images/1250161952653008900/awHEuAYo_bigger.jpg,154,49,Jose,"ANDALUCÍA ",,,
@cinemelodic,@cinemelodic,"<[2020-04-25T21:54:17.667Z, 2020-04-26T12:36:00.644Z, 2020-04-26T13:37:49.073Z]>",User,,,,,,,Mon Jul 30 23:13:18 CEST 2018,,,,"Web cultural con el mejor análisis cinematográfico, musical, teatral, literario... de la red #Cine #Música #Cultura #Teatro #Literatura #Libros",,http://pbs.twimg.com/profile_images/1024042070288334850/_MzeVRLR_bigger.jpg,439,5095,Cinemelodic,,,,
@yiansh,@yiansh,,User,,,,,,,Mon Nov 21 04:57:36 CET 2011,,,,,,http://pbs.twimg.com/profile_images/1250996873525170177/3RZ5SZOr_bigger.jpg,5000,1760,JuanCa🏞️🌄🌐,,,,
@danirosasf,@danirosasf,<[2020-04-25T21:54:28.678Z]>,User,,,,,,,Tue Jan 11 19:24:21 CET 2011,,,,"Periodista melómana, amo a los gatos y el quehacer cultural 💜",,http://pbs.twimg.com/profile_images/1183890181927165952/58OybG4O_bigger.jpg,2119,1427,DaniRF,"Valdivia, Chile",,,
@gustavnii,@gustavnii,<[2020-04-25T21:54:36.598Z]>,User,,,,,,,Sun Nov 27 20:12:31 CET 2016,,,,Con mis rarezas,,http://pbs.twimg.com/profile_images/922066097846800385/tvPTj6jB_bigger.jpg,549,96,Gustavnov2,Por aqui ando,,,
@chemochacon,@chemochacon,<[2020-04-25T21:55:08.586Z]>,User,,,,,,,Mon Dec 19 04:15:04 CET 2011,,,,,,http://pbs.twimg.com/profile_images/1118571011623071744/Gr91dJfI_bigger.jpg,530,690,Chemo,"Hermosillo, Son",,,
@jmxherondale,@jmxherondale,<[2020-04-25T21:55:08.652Z]>,User,,,,,,,Sun Jul 15 19:19:15 CEST 2012,,,,"|| books, seb stan, james maslow, ncis la, tsc, 5sos, marvel, dc",,http://pbs.twimg.com/profile_images/1254059644290555905/62xLk6eX_bigger.jpg,3086,6414,Mariana 🇲🇽,fan account,,,
@almocobar,@almocobar,<[2020-04-25T21:55:12.437Z]>,User,,,,,,,Mon Nov 09 16:58:51 CET 2009,,,,,,http://pbs.twimg.com/profile_images/983515870109499392/mSxcewZa_bigger.jpg,428,1103,Mina Tostado Garcia,Vitoria Spanish,,,
@olympiacuentos,@olympiacuentos,"<[2020-04-25T21:55:12.437Z, 2020-04-28T21:09:58.268Z, 2020-04-28T21:09:58.294Z]>",User,,,,,,,Wed Jul 30 19:36:39 CEST 2014,,,,"Cuentos infantiles de gimnasia rítmica basados en la vida de Almudena Cid. ""Aunque todo se ponga del revés, no por eso se pierde el equilibrio""",,http://pbs.twimg.com/profile_images/965593502771040257/rEumxOiY_bigger.jpg,76,2019,Olympia,,,,
@almudenacid,@almudenacid,"<[2020-04-25T21:55:12.437Z, 2020-04-28T21:09:58.294Z]>",User,,,,,,,Sun Dec 26 01:37:30 CET 2010,,,,"🎭 - Actriz, 🤸‍♂️- 4 veces olímpica, 📚- Creadora de @olympiacuentos , 📺 - Manuela en @esdpv .",,http://pbs.twimg.com/profile_images/1186406304769892358/QyztUrcl_bigger.jpg,598,146882,𝐀𝐥𝐦𝐮𝐝𝐞𝐧𝐚 𝐂𝐢𝐝,,,,
@carlosolmos437,@carlosolmos437,<[2020-04-25T21:55:21.961Z]>,User,,,,,,,Sun Apr 07 06:41:08 CEST 2013,,,,hoy es un buen día para empezar....,,http://pbs.twimg.com/profile_images/473493998737559552/X8u622Cv_bigger.jpeg,201,71,Carlos Olmos,,,,
@joaquicaceresm,@joaquicaceresm,<[2020-04-25T21:56:53.433Z]>,User,,,,,,,Thu Feb 25 01:02:58 CET 2016,,,,be kind,,http://pbs.twimg.com/profile_images/1245255106095874050/wIhStHr7_bigger.jpg,175,168,ᴊᴏᴀǫᴜɪ ᴄᴀᴄᴇʀᴇs,,,,
@dreamsatfifty,@dreamsatfifty,<[2020-04-25T21:57:34.139Z]>,User,,,,,,,Fri Nov 25 21:48:20 CET 2016,,,,"💎𝓢𝓲 𝓵𝓸 𝓿𝓮𝓼 𝓮𝓷 𝓽𝓾 𝓶𝓮𝓷𝓽𝓮, 𝓵𝓸 𝓽𝓮𝓷𝓭𝓻𝓪𝓼 𝓮𝓷 𝓽𝓾 𝓶𝓪𝓷𝓸 💎 
#socialcommerce
#fashionista
#passionistaArtistry
#Amway Business",,http://pbs.twimg.com/profile_images/1061953019988844544/SNRYiSK1_bigger.jpg,854,1215,𝓜𝔂𝓵𝓪 𝓟𝓮𝓻𝓮𝔃,"📍Valladolid, Castilla y León",,,
@natiikpa1,@natiikpa1,<[2020-04-25T21:58:34.706Z]>,User,,,,,,,Sat Apr 15 18:48:36 CEST 2017,,,,🦋,,http://pbs.twimg.com/profile_images/1253464646436171778/EoVh8y-U_bigger.jpg,1044,835,Natalita,,,,
@nuriarodo_1974,@nuriarodo_1974,<[2020-04-25T21:59:21.027Z]>,User,,,,,,,Wed Oct 17 13:05:23 CEST 2012,,,,"Head of ARI Marcomm 
#Atos
#AtosResearchandInnovation #InnovationHub @AriMarcomm",,http://pbs.twimg.com/profile_images/923651548697251841/brl8hOpm_bigger.jpg,243,173,Nuria Rodríguez,Madrid,,,
@cantabriapresos,@cantabriapresos,<[2020-04-29T18:21:31.536Z]>,User,,,,,,,Thu Dec 23 00:10:57 CET 2010,,,,"Aprendí que para luchar, no hace falta saber que vas a ganar. Aprendí que hay que resistir siempre: hay que resistir aunque pierdas. Abe Osheroff (B. Lincoln)",,http://pbs.twimg.com/profile_images/1616954266/PPSOE_bigger.jpg,975,930,enry gg,CITIZEN OF THE WORLD,,,
@mertxejbadiola,@mertxejbadiola,,User,,,,,,,Sun Aug 22 14:43:25 CEST 2010,,,,"#STEAM: ciencia, tecnologia, robotica y creatividad: http://mertxejbadiola.com | Formación Profesorado: http://ikastaroak.org | http://lacasademaria.eu",,http://pbs.twimg.com/profile_images/1066774661378318343/vJ56E0pt_bigger.jpg,2064,2964,Mertxe J. Badiola,Donostia (Basque Country),,,
@nazaretzentroa,@nazaretzentroa,,User,,,,,,,Thu May 20 11:51:41 CEST 2010,,,,"Escuela de Bachillerato, Ciclos Profesionales, Formación Continua, Formación Ocupacional. 100 años de experiencia. #NazaretZentroa",,http://pbs.twimg.com/profile_images/1241329851837095936/10BAk9o5_bigger.jpg,725,1078,Nazaret,Donostia-San Sebastián,,,
@adelahaza,@adelahaza,<[2020-04-25T22:01:15.546Z]>,User,,,,,,,Mon May 10 20:22:02 CEST 2010,,,,,,http://pbs.twimg.com/profile_images/1252711493683916800/ShwCx70b_bigger.jpg,22,15,@Adelahaza,México,,,
@bts85dlipa,@bts85dlipa,<[2020-04-25T22:01:25.620Z]>,User,,,,,,,Wed Nov 13 19:15:36 CET 2013,,,,:D:),,http://pbs.twimg.com/profile_images/1247021675176235010/HU3N8sYS_bigger.jpg,778,27,@btsCandyAsiatico,Mexico,,,
@nagatayakyoto,@nagatayakyoto,"<[2020-04-25T22:01:25.620Z, 2020-05-05T04:04:21.635Z]>",User,,,,,,,Tue Sep 02 14:35:22 CEST 2014,,,,"I'm Japanese artist I enjoy doing #sumi-e/ #Shodou, Japanese Calligraphy. 
Visit my blog
http://nagatayakyoto.net
#JapaneseArt 
#Kyoto and #Barcelona",,http://pbs.twimg.com/profile_images/683324162534957056/_Uom8pXg_bigger.jpg,5126,9177,Mitsuru Nagata,,,,
@jenn_1pbt,@jenn_1pbt,<[2020-04-25T22:01:46.608Z]>,User,,,,,,,Mon Nov 18 04:53:47 CET 2019,,,,,,http://pbs.twimg.com/profile_images/1254118823038500865/t9xPkf86_bigger.jpg,119,139,Jėnnifer,,,,
@olayoalmudena,@olayoalmudena,<[2020-04-25T22:01:48.563Z]>,User,,,,,,,Sat Oct 01 12:26:21 CEST 2016,,,,"Amante del respeto, la educación y la justicia. No quiero para los demás lo que no quiero para mí. Seguidora de CINCO PALABRAS.",,http://pbs.twimg.com/profile_images/1248629232529334272/d7yCp8aN_bigger.jpg,559,343,⚫️ Alma 🏴 🖤😷 🖤😞🖤🇪🇸,,,,
@silviaxenia,@silviaxenia,<[2020-04-25T22:02:03.434Z]>,User,,,,,,,Sun Nov 10 22:09:14 CET 2019,,,,Trabajadora Social,,http://pbs.twimg.com/profile_images/1198175166330736645/goyazWcU_bigger.jpg,35,7,Silvia Xenia,,,,
@e_familia_,@e_familia_,<[2020-04-25T22:02:03.434Z]>,User,,,,,,,Mon Mar 26 12:56:20 CEST 2018,,,,"Solidaridad Intergeneracional trabaja desde 2004 en la atención a las personas mayores y en situación de dependencia y a sus familias.
➡️'La familia X que SÍ'",,http://pbs.twimg.com/profile_images/1154370785919811586/ols8MXFb_bigger.jpg,95,62,Solidaridad Intergeneracional,,,,
@m_ontoba,@m_ontoba,<[2020-04-27T07:53:26.059Z]>,User,,,,,,,Thu Mar 14 20:41:03 CET 2013,,,,"#Marketing #Comunicacion #FashionStylist #ZonaVipMariaOntoba®️ #Extraordinarios®️",,http://pbs.twimg.com/profile_images/1248778315483295744/OuaEU_FE_bigger.jpg,2558,7096,Maria,,,,
@culturasucm,@culturasucm,<[2020-04-25T22:02:51.338Z]>,User,,,,,,,Mon Feb 13 12:09:44 CET 2012,,,,"Profesor de literatura y cultura de España, de Madrid, de la UCM... Entre la Edad Media y el Siglo de Oro",,http://pbs.twimg.com/profile_images/866304968306946048/kVT6NxGo_bigger.jpg,326,896,Álvaro Bustos,Madrid,,,
@invertirenarte,@invertirenarte,<[2020-04-25T22:02:51.338Z]>,User,,,,,,,Mon Jan 25 11:30:21 CET 2010,,,,Compra y venta; mercado del arte. Art dealers; Spanish and Internacional Art market. アートディーラー。スペインまたインターナショナル・アート・マーケット info@invertirenarte.es,,http://pbs.twimg.com/profile_images/1072772884265885696/BLwhImAb_bigger.jpg,297,3680,Invertir en Arte,Madrid,,,
@impres_tve,@impres_tve,<[2020-04-25T22:02:51.338Z]>,User,,,,,,,,,,,,,,,,,,,,
@xvanni,@xvanni,,User,,,,,,,Tue Aug 21 19:50:49 CEST 2012,,,,"Educación, Política y Políticas Públicas.....   
RT no significa estar de acuerdo",,http://pbs.twimg.com/profile_images/2538774170/qb2vup0ckeepuw0v2zx8_bigger.jpeg,968,970,Xavier Vanni,Chile,,,
@ciae_uchile,@ciae_uchile,<[2020-04-25T22:02:52.414Z]>,User,,,,,,,Mon Jan 31 14:09:53 CET 2011,,,,El Centro de Investigación Avanzada en Educación (CIAE) realiza investigación científica de alto nivel para mejorar la calidad y equidad de la educación chilena,,http://pbs.twimg.com/profile_images/1080811762524606464/lUXIMIeQ_bigger.jpg,448,8607,CIAE - U. de Chile,"Santiago, Chile",,,
@lomediciones,@lomediciones,<[2020-04-25T22:02:52.414Z]>,User,,,,,,,Wed Oct 07 21:40:26 CEST 2009,,,,"Editorial comprometida con sus lectores y el pensamiento crítico. 
Búscanos en RRSS 📚",,http://pbs.twimg.com/profile_images/844613665378783232/C-u6fVhR_bigger.jpg,850,9899,Lom Ediciones,"Concha y Toro, Santiago Chile",,,
@biblioabrazo,@biblioabrazo,<[2020-04-25T22:03:14.606Z]>,User,,,,,,,Wed Mar 16 15:49:50 CET 2011,,,,"Ana Nebreda Domínguez: maestra, asesora en el Centro de Profesores de Cáceres, literatura infantil y juvenil, bibliotecas escolares. Autora de Biblioabrazo.",,http://pbs.twimg.com/profile_images/927075504632532992/fgTCdKfN_bigger.jpg,1222,1925,Ana Nebreda,"Cáceres, España",,,
@redestatalaps,@redestatalaps,<[2020-04-25T22:03:14.606Z]>,User,,,,,,,Mon Feb 05 13:43:11 CET 2018,,,,Queremos dar a conocer una metodología educativa innovadora que persigue conciliar el éxito educativo con el compromiso social. Somos red y creamos redes.,,http://pbs.twimg.com/profile_images/960987394546774016/pAAEX6VQ_bigger.jpg,201,1340,REDAPS,españa,,,
@ricardoradc,@ricardoradc,<[2020-04-25T22:03:37.922Z]>,User,,,,,,,Tue Aug 21 00:05:23 CEST 2012,,,,,,http://pbs.twimg.com/profile_images/434701311188029440/WVqi-l98_bigger.jpeg,9054,8230,VENEZUELA LIBRE,"Miami, FL",,,
@diariocontraste,@diariocontraste,<[2020-04-25T22:03:37.922Z]>,User,,,,,,,Wed Jul 11 04:50:56 CEST 2012,,,,"Noticias de #Venezuela y el mundo.
También en:
http://facebook.com/diariocontraste
http://telegram.me/diariocontraste
http://instagram.com/diariocontraste",,http://pbs.twimg.com/profile_images/1215379151827259393/2KgNbVqF_bigger.jpg,9007,107393,Diario Contraste,Venezuela | Colombia | Miami,,,
@millet_ari,@millet_ari,"<[2020-04-25T22:04:53.619Z, 2020-04-25T22:06:44.283Z, 2020-05-02T08:55:19.809Z]>",User,,,,,,,Tue Mar 19 12:52:25 CET 2013,,,,,,http://pbs.twimg.com/profile_images/742305982068457474/eT4dLh7p_bigger.jpg,159,27,arantza millet,,,,
@comovader,@comovader,,User,,,,,,,Fri Sep 26 13:30:53 CEST 2014,,,,"📚 Escribo libros con pilots: La Libreta Roja y Cría Como Puedas editados por @lunwergfoto. También hago podcasts en @nacionpodcast.
🏆 2 Premios @madresfera.",,http://pbs.twimg.com/profile_images/1239561975102922758/lHcK02Ke_bigger.jpg,4024,3661,Carlos Escudero (en casa 🏠),,,,
@alejand46796812,@alejand46796812,<[2020-04-25T22:05:23.205Z]>,User,,,,,,,Wed Jun 25 16:00:01 CEST 2014,,,,"""De oidas te había oído, mas ahora mis ojos te ven. Por tanto me aborrezco, y me arrepiento en polvo y ceniza"". Job 42:5,6",,http://pbs.twimg.com/profile_images/1227586149969022977/t60g_eqR_bigger.jpg,603,123,Alejandro,,,,
@brunette1412,@brunette1412,<[2020-04-25T22:05:32.501Z]>,User,,,,,,,Wed Jun 30 23:10:28 CEST 2010,,,,"Emprendedora, Contadora Pública, ucabista, hija predilecta del Universo y bendecida madre de un aspie.",,http://pbs.twimg.com/profile_images/807815072424820736/5MBn32X__bigger.jpg,917,363,Yeliz Rivero,"Caracas, Venezuela",,,
@educacionguao,@educacionguao,<[2020-04-25T22:05:32.501Z]>,User,,,,,,,Tue Nov 06 18:14:13 CET 2012,,,,"Tu maestro asistente a un clic de distancia👩🏽‍💻 . Portal web educativo 💻 . Apoyo al docente, estudiantes y padres 👩🏽‍🏫 . Primaria y bachillerato",,http://pbs.twimg.com/profile_images/1242478948736331781/YSXuf_eK_bigger.jpg,1890,9886,Educación Guao,Venezuela,,,
@estesosara,@estesosara,<[2020-04-25T22:05:37.107Z]>,User,,,,,,,Thu Mar 12 22:46:45 CET 2020,,,,,,http://pbs.twimg.com/profile_images/1238220948874113031/hRO1r0Ki_bigger.jpg,6,3,Sara Esteso,,,,
@efertiba,@efertiba,<[2020-04-25T22:06:35.503Z]>,User,,,,,,,Fri Feb 03 08:24:05 CET 2012,,,,"T.S.U.Mecánica Industrial,Unexpo,Chavista,Revolucionario,Caraquista,Amante del Rock,Militante del P.S.U.V,“Chávez Vive La Lucha Sigue”#SOYTROPA.",,http://pbs.twimg.com/profile_images/1100936952797372416/F0ZVQODS_bigger.png,12095,11637,efertiba,Venezuela,,,
@kfaeuskalherria,@kfaeuskalherria,"<[2020-04-25T22:06:35.503Z, 2020-04-30T07:44:04.157Z]>",User,,,,,,,Tue Nov 20 18:09:08 CET 2012,,,,"Korearekiko Laguntasun Elkartea (KFA) Euskal Herrian. Korear Herri Errepublika Demokratikoaren, independentzia, eraikuntza sozialista eta kultura isladatzen.",,http://pbs.twimg.com/profile_images/1075378966687637504/5hT6_bZN_bigger.jpg,197,1429,KFA Euskal Herria,Euskal Herria,,,
@jzavaletaf,@jzavaletaf,<[2020-04-25T22:07:29.158Z]>,User,,,,,,,Sun Mar 21 21:13:53 CET 2010,,,,"Nada habla mejor de una persona que su manera de actuar, pensar, hablar y escribir.
Hincha del Sport Boys del Callao.",,http://pbs.twimg.com/profile_images/1224004672698175495/rauKjwr0_bigger.jpg,92,21,@JuniorZavaleta,Callao - Perú,,,
@ampayito,@ampayito,<[2020-04-25T22:07:29.158Z]>,User,,,,,,,Wed Jul 15 05:15:49 CEST 2009,,,,,,http://pbs.twimg.com/profile_images/1109858413939441664/nxyHxSIM_bigger.jpg,396,164,Amparo Sanguino,Mexico City,,,
@hrsjuc,@hrsjuc,<[2020-04-25T22:07:32.843Z]>,User,,,,,,,Tue Nov 06 08:46:27 CET 2012,,,,Apasionada de la información sanitaria.,,http://pbs.twimg.com/profile_images/588955153551794176/2T5i4PEF_bigger.jpg,1064,1150,Rafaela Belmonte Maldonado,,,,
@olgaperba,@olgaperba,<[2020-04-25T22:07:32.843Z]>,User,,,,,,,Thu Aug 05 13:41:28 CEST 2010,,,,Periodista en aprendizaje constante. Inmersa en la comunicación sanitaria.,,http://pbs.twimg.com/profile_images/1221531096145203200/wfXQBK6B_bigger.jpg,513,361,Olga Pérez Barbero,"#CórdobaEsp",,,
@rachelsthings,@rachelsthings,<[2020-04-25T22:07:32.843Z]>,User,,,,,,,,,,,,,,,,,,,,
@mirnaguzmanmor3,@mirnaguzmanmor3,<[2020-04-25T22:07:44.571Z]>,User,,,,,,,Fri May 10 20:41:59 CEST 2019,,,,mujer..ama la vida,,http://pbs.twimg.com/profile_images/1126920814006345729/JOYqGVuw_bigger.jpg,433,7,mirna guzman moreno,,,,
@maxwoodside,@maxwoodside,<[2020-04-25T22:07:44.571Z]>,User,,,,,,,Wed Oct 13 19:02:40 CEST 2010,,,,"Cuenta PERSONAL de Maxine Woodside, titular del programa #TodoParaLaMujer #30años",,http://pbs.twimg.com/profile_images/1253862948898037760/YpXayOi-_bigger.jpg,885,24337,Maxine Woodside,Mexico City.,,,
@cprietoca,@cprietoca,<[2020-04-25T22:08:40.663Z]>,User,,,,,,,Tue Mar 27 09:36:41 CEST 2018,,,,Políticamente incorrecto y liberal. Del Atleti.,,http://pbs.twimg.com/profile_images/1248195576828592130/a7gComQV_bigger.jpg,420,169,CPC,"Salamanca, España",,,
@sprnz65,@sprnz65,<[2020-04-25T22:08:40.663Z]>,User,,,,,,,Wed Jun 13 16:23:30 CEST 2012,,,,Profesora soñadora.,,http://pbs.twimg.com/profile_images/647807661656932352/htpJRjx1_bigger.jpg,87,107,Esperanza Cabrera,"Salamanca, Castilla y León",,,
@rodrifersv,@rodrifersv,<[2020-04-25T22:08:55.871Z]>,User,,,,,,,Mon Sep 14 22:50:32 CEST 2009,,,,"Libre pensador. Escritor de poesía y hacedor de fotos.  Miembro del Movimiento Literario Siramá (San Miguel, El Salvador).",,http://pbs.twimg.com/profile_images/1111266658923044864/XcE5eATY_bigger.png,2061,603,꧁༺ Ŧєгภคภ๔๏ Ŧl๏гєร ༻꧂,El Salvador,,,
@lapalmaahora,@lapalmaahora,<[2020-04-25T22:08:55.871Z]>,User,,,,,,,,,,,,,,,,,,,,
@carrington_bio,@carrington_bio,<[2020-04-25T22:08:55.871Z]>,User,,,,,,,,,,,,,,,,,,,,
@lauraoliete93,@lauraoliete93,<[2020-04-25T22:08:55.871Z]>,User,,,,,,,,,,,,,,,,,,,,
@goizarguisaez,@goizarguisaez,<[2020-04-25T22:09:18.405Z]>,User,,,,,,,Sat Jun 01 18:35:46 CEST 2013,,,,Esperando las muertes sean mínimas en Chile y el planeta con este virus horrible Covid-19 pido a Dios,,http://pbs.twimg.com/profile_images/378800000451953644/6b5ce16d333c896a875d1a3060fca73a_bigger.png,4381,2121,goizargui,Chile,,,
@mariaxmarino,@mariaxmarino,<[2020-04-25T22:09:47.832Z]>,User,,,,,,,Sun Jul 21 18:40:26 CEST 2013,,,,,,http://pbs.twimg.com/profile_images/732867085815123968/Ywi18JlT_bigger.jpg,547,255,MariaX. Mariño,,,,
@carlosgalilea3,@carlosgalilea3,<[2020-04-25T22:09:47.832Z]>,User,,,,,,,Tue Mar 25 18:11:48 CET 2014,,,,"""Cuando los elefantes sueñan con la música"" en @Radio3_rne",,http://pbs.twimg.com/profile_images/778901915505725440/XXkd5Ri4_bigger.jpg,226,3472,Carlos Galilea,Madrid,,,
@xime_sanch,@xime_sanch,,User,,,,,,,Mon Dec 05 01:00:56 CET 2011,,,,"Todas mis opiniones son solo mías, nada más que mías. No represento a nadie",,http://pbs.twimg.com/profile_images/1238679466366418950/QiAQtfQR_bigger.jpg,95,47,Ximena Sanchez,"Santiago, Chile",,,
@nathaly_eunice,@nathaly_eunice,"<[2020-04-25T22:10:15.774Z, 2020-04-25T22:21:30.465Z, 2020-04-25T22:24:20.787Z, 2020-04-25T22:24:43.778Z, 2020-04-25T22:24:43.779Z, 2020-04-25T22:49:28.079Z, 2020-04-25T23:42:25.635Z, 2020-04-26T00:29:16.722Z, 2020-04-26T08:56:02.736Z]>",User,,,,,,,Sat May 09 13:41:30 CEST 2009,,,,"Escritora y docente universitaria.

Vivo buscando colores en medio de este mundo gris a través de las extrañas historias que genera mi imaginación.",,http://pbs.twimg.com/profile_images/1102762859942084608/IMkNL18s_bigger.png,300,141,Nathaly Eunice,Venezuela,,,
@marialeiva93,@marialeiva93,"<[2020-04-25T22:10:15.774Z, 2020-04-25T22:21:30.465Z, 2020-04-25T22:24:20.787Z, 2020-04-25T22:24:43.778Z, 2020-04-25T22:24:43.779Z, 2020-04-25T22:49:28.079Z, 2020-04-25T23:42:25.635Z, 2020-04-26T00:29:16.722Z, 2020-04-26T08:56:02.736Z]>",User,,,,,,,,,,,,,,,,,,,,
@hernandezcofre,@hernandezcofre,<[2020-04-25T22:10:18.414Z]>,User,,,,,,,Sun Apr 19 10:43:24 CEST 2009,,,,"El Niggy de @la_efraina, esclavo de Kau🐶 Puerta 12 💙❤y militante del Frente Patriótico Charles Mariano Aránguiz Sandoval.",,http://pbs.twimg.com/profile_images/1200067992530411521/-kRfGlgw_bigger.jpg,1711,1062,Roland Chang,"Llanfair Pwllgwyngyll, Wales",,,
@albarnxxi,@albarnxxi,,User,,,,,,,Wed Feb 23 03:50:58 CET 2011,,,,,,http://pbs.twimg.com/profile_images/1252682247142064134/AbQDSWha_bigger.jpg,75,63,jєsµsrtz🌱,Madrid,,,
@marianoruiz_b,@marianoruiz_b,<[2020-04-25T22:11:37.824Z]>,User,,,,,,,Tue Feb 13 03:38:55 CET 2018,,,,"me apasiona la música, el cine, el teatro, me fascina la ciencia y la tecnología, analizó la política, soy aficionado de PUMAS, del Real Madrid 49ers lakers..",,http://pbs.twimg.com/profile_images/1248638966666088448/ExpRWHiC_bigger.jpg,2423,976,MarianoRuiz28,,,,
@estefibento,@estefibento,<[2020-04-25T22:11:43.077Z]>,User,,,,,,,Fri Feb 10 05:41:24 CET 2012,,,,,,http://pbs.twimg.com/profile_images/1245345666131529731/O6roECUA_bigger.jpg,217,183,estefibento,,,,
@pazcasillas,@pazcasillas,<[2020-04-25T22:11:48.710Z]>,User,,,,,,,Wed Mar 16 22:22:55 CET 2011,,,,Quisieron enterrarlas pero ellas son semillas.,,http://pbs.twimg.com/profile_images/942432636529725440/qG81nDJc_bigger.jpg,2461,926,Paz Casillas,Madrid,,,
@africamm1,@africamm1,<[2020-04-25T22:12:12.266Z]>,User,,,,,,,Mon Nov 22 16:33:36 CET 2010,,,,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,1212,114,AFRICA MARTIN,,,,
@juanmaesef,@juanmaesef,"<[2020-04-25T22:12:12.266Z, 2020-04-25T22:12:12.267Z]>",User,,,,,,,Wed Feb 15 03:06:31 CET 2012,,,,"#Educación - #soyMaestro - #EduFis - #EscuelaPública ✊🏼 - Perseguidor de utopías 💭 - Nómada de #Andalucía 📍 - Runner amateur 🏃",,http://pbs.twimg.com/profile_images/887837143774748672/3Zb23p_M_bigger.jpg,362,199,JuanMaesEF,"Andalucía, España",,,
@aleixsalo,@aleixsalo,"<[2020-04-25T22:12:12.266Z, 2020-04-25T22:12:12.267Z]>",User,,,,,,,,,,,,,,,,,,,,
@almudenagrandes,@almudenagrandes,"<[2020-04-25T22:12:12.267Z, 2020-04-28T22:12:51.213Z, 2020-04-30T01:42:32.394Z, 2020-04-30T18:25:09.557Z]>",User,,,,,,,,,,,,,,,,,,,,
@_manusanchez_,@_manusanchez_,<[2020-04-25T22:12:12.267Z]>,User,,,,,,,,,,,,,,,,,,,,
@edicionespangea,@edicionespangea,<[2020-04-25T22:12:12.267Z]>,User,,,,,,,,,,,,,,,,,,,,
@gemmalienas,@gemmalienas,<[2020-04-25T22:12:12.267Z]>,User,,,,,,,,,,,,,,,,,,,,
@margaritadlmazo,@margaritadlmazo,<[2020-04-25T22:12:12.267Z]>,User,,,,,,,,,,,,,,,,,,,,
@susannaisern,@susannaisern,<[2020-04-25T22:12:12.267Z]>,User,,,,,,,,,,,,,,,,,,,,
@elguridi,@elguridi,<[2020-04-25T22:12:12.267Z]>,User,,,,,,,,,,,,,,,,,,,,
@acsearus,@acsearus,<[2020-04-25T22:12:12.267Z]>,User,,,,,,,,,,,,,,,,,,,,
@armijoscar,@armijoscar,<[2020-04-25T22:12:54.266Z]>,User,,,,,,,Fri Jan 06 00:07:30 CET 2017,,,,😊Muy Feliz.🤗,,http://pbs.twimg.com/profile_images/871203357779775489/iTs72NGm_bigger.jpg,104,186,Carmita Armijos,"Loja, Ecuador",,,
@magdasalazarg,@magdasalazarg,"<[2020-04-25T22:12:54.266Z, 2020-04-29T16:21:09.478Z]>",User,,,,,,,Tue Dec 28 05:35:45 CET 2010,,,,Coordinadora Zonal 7 de Educación- MINEDUC ¡Desde el sur 🇪🇨!,,http://pbs.twimg.com/profile_images/1237433823278792704/yXa2K8Xh_bigger.jpg,919,2840,Magda Salazar,Ecuador,,,
